venda_id,data,vendedor_id,regiao,categoria,produto,quantidade,preco_unitario,desconto_pct,receita,custo,lucro
15761,2023-10-08,22,Nordeste,Periféricos,Mouse Logitech,3,195.98,0.22,458.59,408.24,50.35
15762,2023-10-09,3,Sul,Monitores,"Samsung 32""",1,1273.95,0.08,1172.03,807.84,364.19
15763,2023-10-09,4,Sul,Monitores,"AOC 24""",2,1119.97,0.04,2150.34,1615.68,534.66
15764,2023-10-09,4,Sul,Smartphones,Samsung A54,3,2154.29,0.02,6333.61,4555.44,1778.17
15765,2023-10-09,5,Sudeste,Acessórios,Suporte Notebook,12,90.78,0.02,1067.57,699.84,367.73
15766,2023-10-09,6,Sudeste,Periféricos,Webcam Logitech,10,221.87,0.17,1841.52,1360.8,480.72
15767,2023-10-09,7,Sudeste,Periféricos,Headset HyperX,3,180.58,0.18,444.23,408.24,35.99
15768,2023-10-09,9,Sudeste,Smartphones,Samsung A54,3,2021.08,0.05,5760.08,4555.44,1204.64
15769,2023-10-09,10,Sudeste,Smartphones,Motorola Edge,2,2140.59,0.09,3895.87,3036.96,858.91
15770,2023-10-09,10,Sudeste,Periféricos,Headset HyperX,7,197.52,0.15,1175.24,952.56,222.68
15771,2023-10-09,10,Sudeste,Smartphones,Xiaomi 12,2,2100.16,0.08,3864.29,3036.96,827.33
15772,2023-10-09,11,Centro-Oeste,Notebooks,Lenovo IdeaPad,2,2798.57,0.1,5037.43,4354.56,682.87
15773,2023-10-09,11,Centro-Oeste,Notebooks,HP Pavilion,2,3282.53,0.11,5842.9,4354.56,1488.34
15774,2023-10-09,11,Centro-Oeste,Smartphones,Samsung A54,2,2303.08,0.11,4099.48,3036.96,1062.52
15775,2023-10-09,13,Centro-Oeste,Monitores,"AOC 24""",3,1361.93,0.11,3636.35,2423.52,1212.83
15776,2023-10-09,13,Centro-Oeste,Smartphones,Samsung A54,2,2354.48,0.03,4567.69,3036.96,1530.73
15777,2023-10-09,14,Centro-Oeste,Acessórios,Suporte Notebook,9,108.51,0.08,898.46,524.88,373.58
15778,2023-10-09,17,Norte,Periféricos,Mouse Logitech,9,220.39,0.19,1606.64,1224.72,381.92
15779,2023-10-09,17,Norte,Acessórios,Carregador 65W,11,91.2,0.13,872.78,641.52,231.26
15780,2023-10-09,18,Norte,Smartphones,Samsung A54,1,2175.21,0.14,1870.68,1518.48,352.2
15781,2023-10-09,19,Nordeste,Periféricos,Mouse Logitech,5,191.87,0.18,786.67,680.4,106.27
15782,2023-10-09,20,Nordeste,Notebooks,Lenovo IdeaPad,1,2836.3,0.03,2751.21,2177.28,573.93
15783,2023-10-09,22,Nordeste,Periféricos,Mouse Logitech,5,201.89,0.2,807.56,680.4,127.16
15784,2023-10-09,22,Nordeste,Periféricos,Teclado Redragon,9,221.4,0.19,1614.01,1224.72,389.29
15785,2023-10-09,22,Nordeste,Monitores,"Dell 27""",1,1294.64,0.09,1178.12,807.84,370.28
15786,2023-10-10,1,Sul,Smartphones,Motorola Edge,3,1872.47,0.09,5111.84,4555.44,556.4
15787,2023-10-10,1,Sul,Periféricos,Webcam Logitech,8,191.5,0.19,1240.92,1088.64,152.28
15788,2023-10-10,3,Sul,Notebooks,Dell Inspiron,2,3206.45,0.1,5771.61,4354.56,1417.05
15789,2023-10-10,3,Sul,Periféricos,Mouse Logitech,4,216.04,0.18,708.61,544.32,164.29
15790,2023-10-10,4,Sul,Acessórios,Suporte Notebook,1,90.01,0.08,82.81,58.32,24.49
15791,2023-10-10,5,Sudeste,Periféricos,Headset HyperX,10,184.8,0.12,1626.24,1360.8,265.44
15792,2023-10-10,5,Sudeste,Smartphones,iPhone 13,2,1867.15,0.06,3510.24,3036.96,473.28
15793,2023-10-10,5,Sudeste,Monitores,"LG 24""",3,1284.79,0.07,3584.56,2423.52,1161.04
15794,2023-10-10,6,Sudeste,Smartphones,Samsung A54,2,1906.1,0.09,3469.1,3036.96,432.14
15795,2023-10-10,6,Sudeste,Smartphones,iPhone 13,2,1857.03,0.07,3454.08,3036.96,417.12
15796,2023-10-10,6,Sudeste,Smartphones,Xiaomi 12,3,2007.86,0.05,5722.4,4555.44,1166.96
15797,2023-10-10,8,Sudeste,Notebooks,Lenovo IdeaPad,1,2967.29,0.03,2878.27,2177.28,700.99
15798,2023-10-10,9,Sudeste,Acessórios,Suporte Notebook,20,87.65,0.1,1577.7,1166.4,411.3
15799,2023-10-10,9,Sudeste,Periféricos,Webcam Logitech,7,192.02,0.2,1075.31,952.56,122.75
15800,2023-10-10,10,Sudeste,Notebooks,Asus VivoBook,2,3236.13,0.08,5954.48,4354.56,1599.92
15801,2023-10-10,10,Sudeste,Periféricos,Mouse Logitech,9,195.54,0.15,1495.88,1224.72,271.16
15802,2023-10-10,11,Centro-Oeste,Notebooks,Lenovo IdeaPad,2,3081.9,0.11,5485.78,4354.56,1131.22
15803,2023-10-10,12,Centro-Oeste,Periféricos,Webcam Logitech,9,182.91,0.16,1382.8,1224.72,158.08
15804,2023-10-10,16,Norte,Smartphones,iPhone 13,3,2273.39,0.09,6206.35,4555.44,1650.91
15805,2023-10-10,16,Norte,Monitores,"LG 24""",1,1093.6,0.11,973.3,807.84,165.46
15806,2023-10-10,18,Norte,Acessórios,Suporte Notebook,19,91.81,0.06,1639.73,1108.08,531.65
15807,2023-10-10,19,Nordeste,Smartphones,Xiaomi 12,3,1897.13,0.03,5520.65,4555.44,965.21
15808,2023-10-10,19,Nordeste,Monitores,"AOC 24""",1,1082.88,0.1,974.59,807.84,166.75
15809,2023-10-10,20,Nordeste,Notebooks,Lenovo IdeaPad,1,3204.38,0.05,3044.16,2177.28,866.88
15810,2023-10-10,21,Nordeste,Periféricos,Headset HyperX,2,176.93,0.21,279.55,272.16,7.39
15811,2023-10-10,22,Nordeste,Periféricos,Mouse Logitech,3,186.18,0.21,441.25,408.24,33.01
15812,2023-10-10,22,Nordeste,Monitores,"LG 24""",3,1321.91,0.11,3529.5,2423.52,1105.98
15813,2023-10-11,1,Sul,Monitores,"Dell 27""",1,1116.54,0.06,1049.55,807.84,241.71
15814,2023-10-11,1,Sul,Notebooks,Asus VivoBook,2,3108.99,0.04,5969.26,4354.56,1614.7
15815,2023-10-11,2,Sul,Monitores,"Dell 27""",1,1356.3,0.05,1288.48,807.84,480.64
15816,2023-10-11,2,Sul,Smartphones,Samsung A54,1,2312.42,0.03,2243.05,1518.48,724.57
15817,2023-10-11,3,Sul,Periféricos,Teclado Redragon,7,216.47,0.13,1318.3,952.56,365.74
15818,2023-10-11,5,Sudeste,Smartphones,iPhone 13,1,1955.04,0.06,1837.74,1518.48,319.26
15819,2023-10-11,5,Sudeste,Notebooks,Dell Inspiron,1,3004.3,0.1,2703.87,2177.28,526.59
15820,2023-10-11,5,Sudeste,Notebooks,Lenovo IdeaPad,1,2814.1,0.05,2673.39,2177.28,496.11
15821,2023-10-11,6,Sudeste,Smartphones,Xiaomi 12,1,2247.55,0.02,2202.6,1518.48,684.12
15822,2023-10-11,6,Sudeste,Smartphones,iPhone 13,3,2221.5,0.1,5998.05,4555.44,1442.61
15823,2023-10-11,7,Sudeste,Notebooks,HP Pavilion,2,2880.57,0.02,5645.92,4354.56,1291.36
15824,2023-10-11,8,Sudeste,Smartphones,iPhone 13,2,2308.57,0.02,4524.8,3036.96,1487.84
15825,2023-10-11,8,Sudeste,Smartphones,iPhone 13,2,2132.41,0.06,4008.93,3036.96,971.97
15826,2023-10-11,9,Sudeste,Acessórios,Suporte Notebook,16,96.99,0.02,1520.8,933.12,587.68
15827,2023-10-11,11,Centro-Oeste,Notebooks,Lenovo IdeaPad,1,3383.47,0.04,3248.13,2177.28,1070.85
15828,2023-10-11,11,Centro-Oeste,Acessórios,Carregador 65W,10,111.29,0.11,990.48,583.2,407.28
15829,2023-10-11,12,Centro-Oeste,Periféricos,Headset HyperX,6,216.78,0.22,1014.53,816.48,198.05
15830,2023-10-11,16,Norte,Notebooks,Dell Inspiron,2,2759.9,0.07,5133.41,4354.56,778.85
15831,2023-10-11,18,Norte,Periféricos,Teclado Redragon,2,181.85,0.24,276.41,272.16,4.25
15832,2023-10-11,18,Norte,Monitores,"Dell 27""",1,1340.61,0.05,1273.58,807.84,465.74
15833,2023-10-11,20,Nordeste,Acessórios,Suporte Notebook,11,98.31,0.12,951.64,641.52,310.12
15834,2023-10-11,21,Nordeste,Notebooks,Dell Inspiron,2,3279.14,0.04,6295.95,4354.56,1941.39
15835,2023-10-11,21,Nordeste,Smartphones,iPhone 13,2,1883.09,0.04,3615.53,3036.96,578.57
15836,2023-10-12,1,Sul,Periféricos,Mouse Logitech,10,223.26,0.2,1786.08,1360.8,425.28
15837,2023-10-12,3,Sul,Periféricos,Mouse Logitech,9,203.5,0.19,1483.52,1224.72,258.8
15838,2023-10-12,4,Sul,Smartphones,iPhone 13,2,1945.08,0.03,3773.46,3036.96,736.5
15839,2023-10-12,5,Sudeste,Smartphones,Samsung A54,1,1972.71,0.02,1933.26,1518.48,414.78
15840,2023-10-12,6,Sudeste,Monitores,"Dell 27""",1,1075.53,0.03,1043.26,807.84,235.42
15841,2023-10-12,6,Sudeste,Acessórios,Cabo USB-C,2,102.1,0.03,198.07,116.64,81.43
15842,2023-10-12,7,Sudeste,Monitores,"Samsung 32""",2,1302.51,0.08,2396.62,1615.68,780.94
15843,2023-10-12,7,Sudeste,Periféricos,Headset HyperX,9,205.74,0.2,1481.33,1224.72,256.61
15844,2023-10-12,7,Sudeste,Periféricos,Webcam Logitech,5,192.18,0.15,816.77,680.4,136.37
15845,2023-10-12,9,Sudeste,Acessórios,Carregador 65W,19,90.57,0.04,1652.0,1108.08,543.92
15846,2023-10-12,11,Centro-Oeste,Notebooks,Dell Inspiron,2,2869.68,0.05,5452.39,4354.56,1097.83
15847,2023-10-12,12,Centro-Oeste,Notebooks,HP Pavilion,2,2935.83,0.1,5284.49,4354.56,929.93
15848,2023-10-12,12,Centro-Oeste,Monitores,"LG 24""",3,1276.49,0.08,3523.11,2423.52,1099.59
15849,2023-10-12,13,Centro-Oeste,Notebooks,Lenovo IdeaPad,1,3473.31,0.11,3091.25,2177.28,913.97
15850,2023-10-12,13,Centro-Oeste,Monitores,"Dell 27""",2,1098.3,0.04,2108.74,1615.68,493.06
15851,2023-10-12,14,Centro-Oeste,Smartphones,Motorola Edge,2,1854.76,0.04,3561.14,3036.96,524.18
15852,2023-10-12,14,Centro-Oeste,Smartphones,iPhone 13,3,1908.54,0.06,5382.08,4555.44,826.64
15853,2023-10-12,15,Norte,Monitores,"Samsung 32""",3,1108.49,0.15,2826.65,2423.52,403.13
15854,2023-10-12,20,Nordeste,Notebooks,Asus VivoBook,2,2886.0,0.04,5541.12,4354.56,1186.56
15855,2023-10-12,21,Nordeste,Notebooks,Dell Inspiron,2,3409.35,0.12,6000.46,4354.56,1645.9
15856,2023-10-12,21,Nordeste,Monitores,"LG 24""",2,1267.3,0.09,2306.49,1615.68,690.81
15857,2023-10-12,22,Nordeste,Monitores,"Samsung 32""",2,1219.0,0.09,2218.58,1615.68,602.9
15858,2023-10-12,22,Nordeste,Monitores,"LG 24""",1,1217.15,0.09,1107.61,807.84,299.77
15859,2023-10-13,1,Sul,Notebooks,HP Pavilion,1,2862.19,0.03,2776.32,2177.28,599.04
15860,2023-10-13,1,Sul,Acessórios,Carregador 65W,4,92.77,0.02,363.66,233.28,130.38
15861,2023-10-13,2,Sul,Periféricos,Teclado Redragon,10,218.02,0.15,1853.17,1360.8,492.37
15862,2023-10-13,4,Sul,Periféricos,Webcam Logitech,5,178.65,0.2,714.6,680.4,34.2
15863,2023-10-13,4,Sul,Smartphones,Xiaomi 12,2,2037.46,0.09,3708.18,3036.96,671.22
15864,2023-10-13,5,Sudeste,Monitores,"Samsung 32""",2,1128.94,0.04,2167.56,1615.68,551.88
15865,2023-10-13,5,Sudeste,Notebooks,Asus VivoBook,1,3373.83,0.07,3137.66,2177.28,960.38
15866,2023-10-13,6,Sudeste,Acessórios,Suporte Notebook,20,109.46,0.1,1970.28,1166.4,803.88
15867,2023-10-13,6,Sudeste,Acessórios,Cabo USB-C,1,94.37,0.06,88.71,58.32,30.39
15868,2023-10-13,7,Sudeste,Notebooks,Dell Inspiron,1,3302.48,0.06,3104.33,2177.28,927.05
15869,2023-10-13,7,Sudeste,Periféricos,Teclado Redragon,8,198.67,0.16,1335.06,1088.64,246.42
15870,2023-10-13,7,Sudeste,Periféricos,Webcam Logitech,4,181.73,0.18,596.07,544.32,51.75
15871,2023-10-13,9,Sudeste,Acessórios,Cabo USB-C,8,96.04,0.06,722.22,466.56,255.66
15872,2023-10-13,11,Centro-Oeste,Periféricos,Webcam Logitech,1,187.48,0.18,153.73,136.08,17.65
15873,2023-10-13,12,Centro-Oeste,Acessórios,Suporte Notebook,19,105.7,0.05,1907.88,1108.08,799.8
15874,2023-10-13,12,Centro-Oeste,Acessórios,Hub USB,8,103.22,0.07,767.96,466.56,301.4
15875,2023-10-13,12,Centro-Oeste,Smartphones,Motorola Edge,1,2291.67,0.03,2222.92,1518.48,704.44
15876,2023-10-13,15,Norte,Notebooks,Lenovo IdeaPad,2,3283.24,0.14,5647.17,4354.56,1292.61
15877,2023-10-13,16,Norte,Periféricos,Mouse Logitech,5,193.93,0.18,795.11,680.4,114.71
15878,2023-10-13,18,Norte,Acessórios,Suporte Notebook,9,92.52,0.09,757.74,524.88,232.86
15879,2023-10-13,19,Nordeste,Acessórios,Hub USB,16,110.15,0.12,1550.91,933.12,617.79
15880,2023-10-13,19,Nordeste,Acessórios,Cabo USB-C,15,108.92,0.08,1503.1,874.8,628.3
15881,2023-10-13,21,Nordeste,Notebooks,Dell Inspiron,1,3290.55,0.04,3158.93,2177.28,981.65
15882,2023-10-13,22,Nordeste,Monitores,"LG 24""",1,1075.68,0.07,1000.38,807.84,192.54
15883,2023-10-13,22,Nordeste,Notebooks,Dell Inspiron,1,3432.36,0.03,3329.39,2177.28,1152.11
15884,2023-10-13,22,Nordeste,Smartphones,Xiaomi 12,2,1956.42,0.06,3678.07,3036.96,641.11
15885,2023-10-14,1,Sul,Monitores,"Samsung 32""",3,1202.09,0.04,3462.02,2423.52,1038.5
15886,2023-10-14,3,Sul,Periféricos,Webcam Logitech,7,191.08,0.17,1110.17,952.56,157.61
15887,2023-10-14,4,Sul,Monitores,"AOC 24""",3,1087.99,0.08,3002.85,2423.52,579.33
15888,2023-10-14,5,Sudeste,Smartphones,Motorola Edge,2,1984.5,0.06,3730.86,3036.96,693.9
15889,2023-10-14,5,Sudeste,Periféricos,Teclado Redragon,9,190.48,0.12,1508.6,1224.72,283.88
15890,2023-10-14,6,Sudeste,Periféricos,Teclado Redragon,8,221.71,0.18,1454.42,1088.64,365.78
15891,2023-10-14,6,Sudeste,Monitores,"LG 24""",1,1265.54,0.04,1214.92,807.84,407.08
15892,2023-10-14,7,Sudeste,Periféricos,Headset HyperX,10,191.7,0.19,1552.77,1360.8,191.97
15893,2023-10-14,7,Sudeste,Acessórios,Hub USB,20,91.04,0.1,1638.72,1166.4,472.32
15894,2023-10-14,7,Sudeste,Monitores,"AOC 24""",3,1113.94,0.08,3074.47,2423.52,650.95
15895,2023-10-14,8,Sudeste,Periféricos,Webcam Logitech,7,189.67,0.2,1062.15,952.56,109.59
15896,2023-10-14,8,Sudeste,Periféricos,Headset HyperX,6,205.74,0.17,1024.59,816.48,208.11
15897,2023-10-14,11,Centro-Oeste,Periféricos,Teclado Redragon,5,207.38,0.18,850.26,680.4,169.86
15898,2023-10-14,12,Centro-Oeste,Periféricos,Webcam Logitech,8,177.16,0.18,1162.17,1088.64,73.53
15899,2023-10-14,12,Centro-Oeste,Acessórios,Cabo USB-C,13,95.79,0.03,1207.91,758.16,449.75
15900,2023-10-14,14,Centro-Oeste,Notebooks,Asus VivoBook,1,3418.88,0.07,3179.56,2177.28,1002.28
15901,2023-10-14,16,Norte,Monitores,"LG 24""",3,1215.61,0.08,3355.08,2423.52,931.56
15902,2023-10-14,16,Norte,Periféricos,Mouse Logitech,8,188.64,0.22,1177.11,1088.64,88.47
15903,2023-10-14,17,Norte,Notebooks,Asus VivoBook,1,3441.68,0.07,3200.76,2177.28,1023.48
15904,2023-10-14,19,Nordeste,Monitores,"Dell 27""",1,1295.25,0.06,1217.53,807.84,409.69
15905,2023-10-14,20,Nordeste,Smartphones,Motorola Edge,2,2010.44,0.1,3618.79,3036.96,581.83
15906,2023-10-14,20,Nordeste,Smartphones,iPhone 13,2,2273.35,0.05,4319.36,3036.96,1282.4
15907,2023-10-14,21,Nordeste,Acessórios,Suporte Notebook,15,91.65,0.1,1237.28,874.8,362.48
15908,2023-10-14,21,Nordeste,Periféricos,Mouse Logitech,10,187.62,0.18,1538.48,1360.8,177.68
15909,2023-10-14,22,Nordeste,Smartphones,Xiaomi 12,3,1854.99,0.12,4897.17,4555.44,341.73
15910,2023-10-15,1,Sul,Monitores,"Samsung 32""",2,1185.21,0.1,2133.38,1615.68,517.7
15911,2023-10-15,2,Sul,Acessórios,Cabo USB-C,1,111.55,0.07,103.74,58.32,45.42
15912,2023-10-15,4,Sul,Monitores,"Samsung 32""",2,1148.76,0.05,2182.64,1615.68,566.96
15913,2023-10-15,4,Sul,Acessórios,Suporte Notebook,3,109.89,0.1,296.7,174.96,121.74
15914,2023-10-15,5,Sudeste,Periféricos,Teclado Redragon,10,211.1,0.12,1857.68,1360.8,496.88
15915,2023-10-15,5,Sudeste,Acessórios,Hub USB,4,98.51,0.04,378.28,233.28,145.0
15916,2023-10-15,6,Sudeste,Smartphones,Motorola Edge,2,2335.64,0.07,4344.29,3036.96,1307.33
15917,2023-10-15,7,Sudeste,Smartphones,Xiaomi 12,3,1999.99,0.07,5579.97,4555.44,1024.53
15918,2023-10-15,7,Sudeste,Smartphones,Samsung A54,3,2128.02,0.02,6256.38,4555.44,1700.94
15919,2023-10-15,8,Sudeste,Notebooks,Dell Inspiron,1,2957.92,0.09,2691.71,2177.28,514.43
15920,2023-10-15,9,Sudeste,Smartphones,Xiaomi 12,2,2105.3,0.06,3957.96,3036.96,921.0
15921,2023-10-15,10,Sudeste,Smartphones,Motorola Edge,3,2011.35,0.05,5732.35,4555.44,1176.91
15922,2023-10-15,14,Centro-Oeste,Acessórios,Hub USB,8,109.89,0.1,791.21,466.56,324.65
15923,2023-10-15,16,Norte,Periféricos,Teclado Redragon,10,193.74,0.23,1491.8,1360.8,131.0
15924,2023-10-15,17,Norte,Monitores,"Dell 27""",1,1131.64,0.06,1063.74,807.84,255.9
15925,2023-10-15,18,Norte,Monitores,"Dell 27""",1,1105.05,0.1,994.54,807.84,186.7
15926,2023-10-15,19,Nordeste,Notebooks,Dell Inspiron,2,2976.2,0.04,5714.3,4354.56,1359.74
15927,2023-10-15,20,Nordeste,Smartphones,Xiaomi 12,1,2266.11,0.07,2107.48,1518.48,589.0
15928,2023-10-15,22,Nordeste,Smartphones,Motorola Edge,3,1996.65,0.12,5271.16,4555.44,715.72
15929,2023-10-16,1,Sul,Monitores,"LG 24""",3,1193.78,0.06,3366.46,2423.52,942.94
15930,2023-10-16,1,Sul,Monitores,"Samsung 32""",1,1314.77,0.08,1209.59,807.84,401.75
15931,2023-10-16,1,Sul,Smartphones,Xiaomi 12,2,2207.01,0.03,4281.6,3036.96,1244.64
15932,2023-10-16,2,Sul,Smartphones,Motorola Edge,1,1854.04,0.06,1742.8,1518.48,224.32
15933,2023-10-16,2,Sul,Notebooks,HP Pavilion,2,3046.43,0.07,5666.36,4354.56,1311.8
15934,2023-10-16,3,Sul,Notebooks,Lenovo IdeaPad,2,3317.18,0.02,6501.67,4354.56,2147.11
15935,2023-10-16,3,Sul,Monitores,"Dell 27""",1,1071.54,0.07,996.53,807.84,188.69
15936,2023-10-16,4,Sul,Notebooks,Dell Inspiron,2,3170.04,0.08,5832.87,4354.56,1478.31
15937,2023-10-16,5,Sudeste,Notebooks,HP Pavilion,2,2802.01,0.06,5267.78,4354.56,913.22
15938,2023-10-16,6,Sudeste,Smartphones,Xiaomi 12,3,1960.6,0.07,5470.07,4555.44,914.63
15939,2023-10-16,8,Sudeste,Smartphones,Motorola Edge,3,1855.31,0.09,5065.0,4555.44,509.56
15940,2023-10-16,10,Sudeste,Notebooks,Lenovo IdeaPad,1,2915.59,0.07,2711.5,2177.28,534.22
15941,2023-10-16,11,Centro-Oeste,Acessórios,Carregador 65W,19,105.49,0.05,1904.09,1108.08,796.01
15942,2023-10-16,11,Centro-Oeste,Monitores,"Samsung 32""",1,1168.88,0.05,1110.44,807.84,302.6
15943,2023-10-16,12,Centro-Oeste,Periféricos,Teclado Redragon,6,179.77,0.22,841.32,816.48,24.84
15944,2023-10-16,14,Centro-Oeste,Monitores,"AOC 24""",1,1219.55,0.04,1170.77,807.84,362.93
15945,2023-10-16,14,Centro-Oeste,Monitores,"Dell 27""",3,1351.23,0.11,3607.78,2423.52,1184.26
15946,2023-10-16,15,Norte,Smartphones,Motorola Edge,3,2309.33,0.14,5958.07,4555.44,1402.63
15947,2023-10-16,17,Norte,Smartphones,Motorola Edge,1,2155.84,0.07,2004.93,1518.48,486.45
15948,2023-10-16,18,Norte,Monitores,"Dell 27""",2,1171.02,0.13,2037.57,1615.68,421.89
15949,2023-10-16,18,Norte,Acessórios,Hub USB,14,106.34,0.11,1325.0,816.48,508.52
15950,2023-10-16,18,Norte,Acessórios,Carregador 65W,18,103.23,0.1,1672.33,1049.76,622.57
15951,2023-10-16,19,Nordeste,Notebooks,Asus VivoBook,2,2796.96,0.07,5202.35,4354.56,847.79
15952,2023-10-16,19,Nordeste,Monitores,"AOC 24""",1,1354.19,0.08,1245.85,807.84,438.01
15953,2023-10-16,20,Nordeste,Monitores,"LG 24""",1,1207.55,0.08,1110.95,807.84,303.11
15954,2023-10-16,21,Nordeste,Periféricos,Mouse Logitech,6,216.6,0.18,1065.67,816.48,249.19
15955,2023-10-17,1,Sul,Acessórios,Hub USB,17,88.18,0.09,1364.14,991.44,372.7
15956,2023-10-17,1,Sul,Smartphones,iPhone 13,2,2148.34,0.08,3952.95,3036.96,915.99
15957,2023-10-17,3,Sul,Smartphones,Xiaomi 12,3,2297.66,0.09,6272.61,4555.44,1717.17
15958,2023-10-17,3,Sul,Notebooks,Dell Inspiron,1,3209.52,0.1,2888.57,2177.28,711.29
15959,2023-10-17,5,Sudeste,Notebooks,Lenovo IdeaPad,2,3443.85,0.06,6474.44,4354.56,2119.88
15960,2023-10-17,7,Sudeste,Smartphones,Motorola Edge,1,1985.61,0.1,1787.05,1518.48,268.57
15961,2023-10-17,8,Sudeste,Monitores,"Samsung 32""",2,1098.37,0.09,1999.03,1615.68,383.35
15962,2023-10-17,8,Sudeste,Smartphones,Xiaomi 12,1,1993.22,0.04,1913.49,1518.48,395.01
15963,2023-10-17,9,Sudeste,Notebooks,Lenovo IdeaPad,2,2735.11,0.05,5196.71,4354.56,842.15
15964,2023-10-17,10,Sudeste,Periféricos,Teclado Redragon,7,185.79,0.2,1040.42,952.56,87.86
15965,2023-10-17,12,Centro-Oeste,Smartphones,Xiaomi 12,3,1898.77,0.11,5069.72,4555.44,514.28
15966,2023-10-17,12,Centro-Oeste,Acessórios,Hub USB,15,102.97,0.04,1482.77,874.8,607.97
15967,2023-10-17,12,Centro-Oeste,Notebooks,HP Pavilion,1,2951.05,0.08,2714.97,2177.28,537.69
15968,2023-10-17,13,Centro-Oeste,Notebooks,Lenovo IdeaPad,2,3475.56,0.07,6464.54,4354.56,2109.98
15969,2023-10-17,14,Centro-Oeste,Monitores,"Samsung 32""",1,1176.43,0.09,1070.55,807.84,262.71
15970,2023-10-17,14,Centro-Oeste,Acessórios,Carregador 65W,9,109.93,0.11,880.54,524.88,355.66
15971,2023-10-17,15,Norte,Periféricos,Teclado Redragon,5,210.35,0.18,862.44,680.4,182.04
15972,2023-10-17,17,Norte,Notebooks,HP Pavilion,1,3353.24,0.06,3152.05,2177.28,974.77
15973,2023-10-17,19,Nordeste,Acessórios,Hub USB,15,92.81,0.12,1225.09,874.8,350.29
15974,2023-10-17,19,Nordeste,Monitores,"AOC 24""",2,1077.22,0.11,1917.45,1615.68,301.77
15975,2023-10-17,20,Nordeste,Acessórios,Cabo USB-C,2,94.53,0.12,166.37,116.64,49.73
15976,2023-10-17,21,Nordeste,Periféricos,Webcam Logitech,6,184.5,0.17,918.81,816.48,102.33
15977,2023-10-17,22,Nordeste,Notebooks,Asus VivoBook,1,3052.59,0.12,2686.28,2177.28,509.0
15978,2023-10-17,22,Nordeste,Acessórios,Hub USB,19,103.62,0.06,1850.65,1108.08,742.57
15979,2023-10-17,22,Nordeste,Notebooks,HP Pavilion,2,3368.54,0.03,6534.97,4354.56,2180.41
15980,2023-10-18,1,Sul,Smartphones,Samsung A54,3,1908.33,0.04,5495.99,4555.44,940.55
15981,2023-10-18,4,Sul,Periféricos,Mouse Logitech,9,215.96,0.17,1613.22,1224.72,388.5
15982,2023-10-18,5,Sudeste,Notebooks,Asus VivoBook,1,2966.13,0.09,2699.18,2177.28,521.9
15983,2023-10-18,5,Sudeste,Periféricos,Headset HyperX,3,187.92,0.17,467.92,408.24,59.68
15984,2023-10-18,7,Sudeste,Notebooks,HP Pavilion,2,3111.77,0.1,5601.19,4354.56,1246.63
15985,2023-10-18,7,Sudeste,Smartphones,Samsung A54,1,2180.65,0.02,2137.04,1518.48,618.56
15986,2023-10-18,8,Sudeste,Monitores,"Samsung 32""",3,1096.68,0.08,3026.84,2423.52,603.32
15987,2023-10-18,8,Sudeste,Smartphones,Samsung A54,2,2010.02,0.05,3819.04,3036.96,782.08
15988,2023-10-18,9,Sudeste,Notebooks,Dell Inspiron,2,3064.2,0.05,5821.98,4354.56,1467.42
15989,2023-10-18,9,Sudeste,Periféricos,Mouse Logitech,3,200.64,0.2,481.54,408.24,73.3
15990,2023-10-18,9,Sudeste,Periféricos,Headset HyperX,6,196.69,0.18,967.71,816.48,151.23
15991,2023-10-18,10,Sudeste,Smartphones,iPhone 13,1,2115.95,0.08,1946.67,1518.48,428.19
15992,2023-10-18,11,Centro-Oeste,Smartphones,iPhone 13,1,2227.89,0.11,1982.82,1518.48,464.34
15993,2023-10-18,11,Centro-Oeste,Periféricos,Teclado Redragon,1,189.1,0.22,147.5,136.08,11.42
15994,2023-10-18,13,Centro-Oeste,Acessórios,Carregador 65W,2,105.98,0.09,192.88,116.64,76.24
15995,2023-10-18,13,Centro-Oeste,Notebooks,Dell Inspiron,1,3349.05,0.11,2980.65,2177.28,803.37
15996,2023-10-18,15,Norte,Monitores,"AOC 24""",3,1073.04,0.15,2736.25,2423.52,312.73
15997,2023-10-18,17,Norte,Monitores,"LG 24""",2,1157.1,0.09,2105.92,1615.68,490.24
15998,2023-10-18,20,Nordeste,Smartphones,Motorola Edge,2,1975.12,0.12,3476.21,3036.96,439.25
15999,2023-10-18,21,Nordeste,Monitores,"AOC 24""",3,1351.42,0.03,3932.63,2423.52,1509.11
16000,2023-10-18,21,Nordeste,Acessórios,Suporte Notebook,9,101.47,0.08,840.17,524.88,315.29
16001,2023-10-18,22,Nordeste,Notebooks,Dell Inspiron,1,3359.88,0.11,2990.29,2177.28,813.01
16002,2023-10-19,1,Sul,Smartphones,Samsung A54,3,2300.91,0.07,6419.54,4555.44,1864.1
16003,2023-10-19,2,Sul,Smartphones,iPhone 13,1,1918.47,0.1,1726.62,1518.48,208.14
16004,2023-10-19,2,Sul,Smartphones,Motorola Edge,3,2116.24,0.02,6221.75,4555.44,1666.31
16005,2023-10-19,7,Sudeste,Periféricos,Mouse Logitech,4,214.99,0.13,748.17,544.32,203.85
16006,2023-10-19,7,Sudeste,Periféricos,Teclado Redragon,10,198.14,0.12,1743.63,1360.8,382.83
